ts_ms,timestep_time,vehicle_id,ped_x,ped_y,veh_x,veh_y,ped_speed_mps,veh_speed_mps,distance_m,rel_speed_mps,ttc,ttc_valid,risk_score,zone_base_risk,dx,dy,dvx,dvy,dcpa_m,phys_min_dist_3s,phys_t_cpa,phys_score_3s,onnx_risk_level,onnx_confidence
191000,191.0,135,3621.02,1418.1,3604.03,1457.83,0.0,0.0,43.21033441203613,-0.0,30.0,0.0,10.0,0.0,-16.98999999999978,39.73000000000002,0.0,0.0,43.21033441203613,43.21033441203613,0.0,10.0,0,0.89869195
192000,192.0,135,3621.1,1418.15,3604.03,1457.83,0.09,0.0,43.195917631183356,0.014416780852776867,30.0,0.0,13.0,0.0,-17.06999999999971,39.679999999999836,-0.07999999999992724,-0.0500000000001819,42.69565460876249,43.153875839835365,3.0,13.0,0,0.8786643
193000,193.0,135,3621.1,1418.15,3604.03,1457.83,0.0,0.0,43.195917631183356,-0.0,30.0,0.0,10.0,0.0,-17.06999999999971,39.679999999999836,0.0,0.0,43.195917631183356,43.195917631183356,0.0,10.0,0,0.9047738
194000,194.0,135,3621.1,1418.15,3604.03,1457.83,0.0,0.0,43.195917631183356,-0.0,30.0,0.0,10.0,0.0,-17.06999999999971,39.679999999999836,0.0,0.0,43.195917631183356,43.195917631183356,0.0,10.0,0,0.9049107
195000,195.0,135,3621.1,1418.15,3604.03,1457.83,0.0,0.0,43.195917631183356,-0.0,30.0,0.0,10.0,0.0,-17.06999999999971,39.679999999999836,0.0,0.0,43.195917631183356,43.195917631183356,0.0,10.0,0,0.90504676
196000,196.0,135,3621.1,1418.15,3604.03,1457.83,0.0,0.0,43.195917631183356,-0.0,30.0,0.0,10.0,0.0,-17.06999999999971,39.679999999999836,0.0,0.0,43.195917631183356,43.195917631183356,0.0,10.0,0,0.90518254
197000,197.0,135,3621.1,1418.15,3604.03,1457.83,0.0,0.0,43.195917631183356,-0.0,30.0,0.0,10.0,0.0,-17.06999999999971,39.679999999999836,0.0,0.0,43.195917631183356,43.195917631183356,0.0,10.0,0,0.9163024
198000,198.0,135,3621.1,1418.15,3604.03,1457.83,0.0,0.0,43.195917631183356,-0.0,30.0,0.0,10.0,0.0,-17.06999999999971,39.679999999999836,0.0,0.0,43.195917631183356,43.195917631183356,0.0,10.0,0,0.9163006
199000,199.0,135,3621.1,1418.15,3604.03,1457.83,0.0,0.0,43.195917631183356,-0.0,30.0,0.0,10.0,0.0,-17.06999999999971,39.679999999999836,0.0,0.0,43.195917631183356,43.195917631183356,0.0,10.0,0,0.916299
146000,146.0,137,3587.83,1461.49,3437.9,1645.13,1.5,12.89,237.07099042270016,11.345741099151951,20.895152493865762,1.0,19.0,0.0,-149.92999999999984,183.6400000000001,6.300000000000182,-9.499999999999773,23.458208611197296,203.06964445726507,3.0,44.0,0,0.84518534
147000,147.0,137,3588.68,1460.37,3444.94,1634.69,1.4,12.59,225.93948304800557,11.131507374694593,20.297294467201887,1.0,19.0,0.0,-143.73999999999978,174.32000000000016,6.190000000000055,-9.319999999999936,23.29357799952072,192.58447107697964,3.0,44.0,0,0.8688249
148000,148.0,137,3589.51,1459.27,3452.52,1623.56,1.38,13.47,213.90994413537686,12.02953891262871,17.782056792784672,1.0,19.0,0.0,-136.99000000000024,164.28999999999996,6.749999999999545,-10.0300000000002,21.92361136870611,177.87036740278072,3.0,44.0,0,0.8216801
149000,149.0,137,3590.42,1458.08,3460.22,1612.7,1.5,13.32,202.13704361150658,11.772900523870277,17.169689253864107,1.0,19.0,0.0,-130.20000000000027,154.62000000000012,6.789999999999964,-9.669999999999845,17.702085098887583,166.85473022962287,3.0,44.0,0,0.7629079
150000,150.0,137,3591.26,1456.97,3467.59,1601.82,1.39,13.14,190.46204713800591,11.67499647350067,16.313670635387965,1.0,19.0,0.0,-123.67000000000007,144.8499999999999,6.5300000000002,-9.77000000000021,22.32814148945861,155.50607062105234,3.0,44.0,0,0.7616866
151000,151.0,137,3592.1,1455.87,3474.71,1591.1,1.39,12.87,179.07418853648332,11.387858601522595,15.72500983745447,1.0,19.0,0.0,-117.38999999999987,135.23000000000002,6.2800000000002,-9.61999999999989,24.376585697471892,145.00579091884546,3.0,44.0,0,0.7750894
152000,152.0,137,3593.07,1454.59,3481.74,1580.44,1.61,12.77,168.02556769730052,11.048620839182803,15.20783183195273,1.0,19.0,0.0,-111.33000000000038,125.85000000000014,6.059999999999491,-9.379999999999882,25.218724793584347,134.99691329804713,3.0,44.0,0,0.78271085
153000,153.0,137,3593.95,1453.43,3488.92,1569.37,1.45,13.19,156.43971522602536,11.58585247127516,13.502650375868916,1.0,19.0,0.0,-105.02999999999975,115.93999999999983,6.300000000000637,-9.91000000000031,26.434918044482,121.86279579920787,3.0,44.0,0,0.785517
154000,154.0,137,3594.96,1452.09,3496.2,1557.95,1.68,13.54,144.77526446185504,11.664450764170311,12.411665785976068,1.0,19.0,0.0,-98.76000000000022,105.86000000000013,6.269999999999527,-10.0799999999997,27.947113007982118,110.04720305396415,3.0,44.0,0,0.7893655
155000,155.0,137,3595.82,1450.96,3502.84,1547.52,1.42,12.36,134.04892390466995,10.726340557185097,12.497172096114044,1.0,19.0,0.0,-92.98000000000002,96.55999999999995,5.7800000000002,-9.300000000000182,28.00022302243738,102.15480996996583,3.0,44.0,0,0.7906632
156000,156.0,137,3596.83,1449.62,3509.99,1536.29,1.68,13.31,122.69015649187199,11.35876741279796,10.801361805651254,1.0,27.0,0.0,-86.84000000000015,86.67000000000007,6.139999999999873,-9.889999999999873,28.064188951452895,89.05221165136845,3.0,49.0,0,0.79543793
157000,157.0,137,3597.85,1448.28,3516.97,1525.33,1.68,12.99,111.70620797431096,10.983948517561032,10.169950068112222,1.0,27.0,0.0,-80.88000000000011,77.04999999999995,5.960000000000036,-9.620000000000118,28.175149546011582,79.31756488949948,3.0,49.0,0,0.77486837
158000,158.0,137,3598.74,1447.12,3523.6,1514.92,1.47,12.34,101.20701359095627,10.499194383354691,9.639502793796138,1.0,27.0,0.0,-75.13999999999987,67.80000000000018,5.7400000000002365,-9.249999999999773,28.097227011832974,70.41824266480933,3.0,49.0,0,0.7495082
159000,159.0,137,3599.75,1445.78,3530.6,1504.11,1.68,12.88,90.46607872567488,10.740934865281389,8.422551654986213,1.0,32.0,0.0,-69.15000000000009,58.32999999999993,5.989999999999782,-9.470000000000255,27.25951655583268,59.28405181834341,3.0,54.0,0,0.6730035
160000,160.0,137,3600.76,1444.44,3537.9,1493.39,1.68,12.97,79.67108697639327,10.794991749281607,7.380374976358391,1.0,39.0,0.0,-62.86000000000013,48.950000000000045,6.289999999999964,-9.379999999999882,24.945799158198547,48.663910652556865,3.0,54.0,0,0.55754787
161000,161.0,137,3601.79,1443.09,3545.31,1482.72,1.69,12.99,68.99657455265451,10.674512423738761,6.463674574888768,1.0,39.0,0.0,-56.48000000000002,39.63000000000011,6.380000000000109,-9.319999999999936,24.22002328671736,39.12115156791763,3.0,62.0,0,0.4963724
162000,162.0,137,3602.65,1441.95,3551.57,1473.7,1.44,10.98,60.14340279698175,8.853171755672754,6.793430022234042,1.0,34.0,0.0,-51.07999999999993,31.75,5.400000000000091,-7.880000000000109,24.187925030750094,35.81042445992466,3.0,57.0,0,0.5130186
163000,163.0,137,3603.48,1440.86,3555.51,1468.36,1.37,6.65,55.293497809416806,4.849904987564948,11.400944544519563,1.0,24.0,0.0,-47.9699999999998,27.5,3.1100000000001273,-4.25,22.47233161170596,41.35954666095792,3.0,41.0,0,0.44250575
164000,164.0,137,3604.31,1439.77,3562.68,1463.78,1.37,8.63,48.057642472347815,7.23585533706899,6.641598018986157,1.0,36.0,0.0,-41.63000000000011,24.00999999999999,6.339999999999691,-3.490000000000009,0.9582145425938929,26.354197009206064,3.0,54.0,2,0.6357381
165000,165.0,137,3605.33,1438.42,3568.7,1463.58,1.69,6.13,44.43852495301797,3.6191175193298477,12.278828945363083,1.0,16.0,0.0,-36.63000000000011,25.159999999999854,5.0,1.1499999999998636,32.73033848694185,35.86626548722313,3.0,49.0,2,0.5116002
166000,166.0,137,3606.15,1437.33,3575.33,1466.97,1.36,7.94,42.759817586140564,1.6787073668774042,25.471871053785225,1.0,16.0,0.0,-30.820000000000164,29.6400000000001,5.809999999999945,4.480000000000246,42.292028041548484,42.292028041548484,0.8597438064891867,51.0,2,0.59694797
167000,167.0,137,3607.09,1436.1,3578.82,1469.2,1.55,4.45,43.52933378768859,-0.7695162015480292,30.0,0.0,10.0,0.0,-28.269999999999982,33.100000000000136,2.550000000000182,3.4600000000000364,43.52933378768859,43.52933378768859,0.0,10.0,2,0.49415055
168000,168.0,137,3607.96,1434.95,3582.54,1471.7,1.44,4.49,44.684884468911896,-1.1555506812233034,30.0,0.0,10.0,0.0,-25.420000000000073,36.75,2.849999999999909,3.6499999999998636,44.684884468911896,44.684884468911896,0.0,10.0,2,0.59636974
169000,169.0,137,3608.81,1433.82,3587.16,1473.8,1.42,5.25,45.46562327737304,-0.7807388084611446,30.0,0.0,13.0,0.0,-21.65000000000009,39.98000000000002,3.769999999999982,3.230000000000018,45.46562327737304,45.46562327737304,0.0,13.0,2,0.6771075
170000,170.0,137,3609.83,1432.49,3588.27,1469.72,1.68,4.3,43.022162893094986,2.4434603842780547,17.60706380586822,1.0,13.0,0.0,-21.559999999999945,37.23000000000002,0.09000000000014552,-2.75,20.330678715669602,35.959762235031256,3.0,46.0,2,0.48446178
171000,171.0,137,3610.7,1431.34,3591.65,1464.71,1.44,6.03,38.42472381162938,4.597439081465609,8.35785382486896,1.0,32.0,0.0,-19.049999999999727,33.37000000000012,2.5100000000002183,-3.8599999999999,2.220895835354652,24.647809233276632,3.0,49.0,2,0.54877776
172000,172.0,137,3611.68,1430.04,3596.17,1458.02,1.63,8.08,31.99125661801977,6.433467193609609,4.972630722326031,1.0,49.0,0.0,-15.509999999999764,27.980000000000018,3.5399999999999636,-5.3900000000001,2.3959367670345366,12.782339379002268,3.0,61.0,3,0.77858996
173000,173.0,137,3612.58,1428.86,3601.97,1449.43,1.48,10.37,23.145129077194827,8.846127540824941,2.6164136759706316,1.0,57.0,0.0,-10.610000000000127,20.570000000000164,4.899999999999636,-7.4099999999998545,2.495940269032751,2.495940269032751,2.59018780229136,69.0,3,0.88091534
174000,174.0,137,3613.59,1427.52,3608.52,1439.73,1.68,11.7,13.220779099584204,9.924349977610623,1.33215567058904,1.0,69.0,0.0,-5.070000000000164,12.210000000000036,5.539999999999964,-8.360000000000127,2.5185118081037827,2.5185118081037827,1.2941126174672837,74.0,3,0.90865004
175000,175.0,137,3614.57,1426.24,3616.13,1428.46,1.61,13.6,2.7133005731027944,10.50747852648141,0.2582256595875609,1.0,84.0,0.0,1.5599999999999454,2.2200000000000273,6.630000000000109,-9.990000000000009,2.5273833801267163,2.5273833801267163,0.08232642584361353,84.0,3,0.60396564
176000,176.0,137,3621.5,1417.65,3624.63,1415.84,0.0,15.23,3.6156603822816806,8.454675155722127,0.42765219428147994,1.0,81.0,0.0,3.130000000000109,-1.8100000000001728,8.5,-12.620000000000118,3.6156603822816806,3.6156603822816806,0.0,81.0,3,0.73307985
177000,177.0,137,3621.5,1417.65,3632.25,1403.4,0.0,13.66,17.85007002787384,-14.23440964559216,30.0,0.0,31.0,0.0,10.75,-14.25,7.619999999999891,-12.439999999999827,17.85007002787384,17.85007002787384,0.0,31.0,3,0.6613363
178000,178.0,137,3621.5,1417.65,3640.75,1397.31,0.0,9.85,28.004965631116313,-10.154895603242473,30.0,0.0,21.0,0.0,19.25,-20.340000000000146,8.5,-6.0900000000001455,28.004965631116313,28.004965631116313,0.0,21.0,3,0.57295805
179000,179.0,137,3621.5,1417.65,3648.57,1394.4,0.0,9.67,35.683993610581325,-7.679027979465012,30.0,0.0,21.0,0.0,27.070000000000164,-23.25,7.820000000000164,-2.9099999999998545,35.683993610581325,35.683993610581325,0.0,21.0,3,0.3697307
180000,180.0,137,3621.5,1417.65,3649.86,1389.8,0.0,5.17,39.74810813107983,-4.0641145204985065,30.0,0.0,21.0,0.0,28.360000000000127,-27.850000000000136,1.2899999999999636,-4.600000000000136,39.74810813107983,39.74810813107983,0.0,21.0,0,0.48447555
181000,181.0,137,3621.5,1417.65,3648.13,1386.14,0.0,4.06,41.25575111423867,-1.5076429831588385,30.0,0.0,10.0,0.0,26.63000000000011,-31.50999999999999,-1.7300000000000182,-3.6599999999998545,41.25575111423867,41.25575111423867,0.0,10.0,0,0.5510249
149000,149.0,140,3590.42,1458.08,3424.13,1665.56,1.5,9.91,265.895307405001,8.382264590960801,30.0,1.0,11.0,0.0,-166.28999999999996,207.48000000000002,4.630000000000109,-7.029999999999973,24.7557068651337,240.76335290072683,3.0,36.0,0,0.9422519
150000,150.0,140,3591.26,1456.97,3429.33,1657.84,1.39,9.32,258.011786164896,7.883521240104983,30.0,1.0,11.0,0.0,-161.9300000000003,200.8699999999999,4.359999999999673,-6.610000000000127,24.571012426712155,234.37534874640764,3.0,36.0,0,0.9398437
151000,151.0,140,3592.1,1455.87,3434.92,1649.56,1.39,9.98,249.4421145275993,8.569671637296722,29.1075463664189,1.0,11.0,0.0,-157.17999999999984,193.69000000000005,4.750000000000455,-7.179999999999836,24.221729965302966,223.75121765031747,3.0,36.0,0,0.93257433
152000,152.0,140,3593.07,1454.59,3440.94,1640.62,1.61,10.78,240.31374867035808,9.12836585724122,26.326042626756177,1.0,14.0,0.0,-152.1300000000001,186.02999999999997,5.049999999999727,-7.660000000000082,24.61773160534057,212.95263064822694,3.0,39.0,0,0.9233341
153000,153.0,140,3593.95,1453.43,3446.28,1632.7,1.45,9.55,232.25882502070806,8.054923649650021,28.834391872950835,1.0,11.0,0.0,-147.66999999999962,179.26999999999998,4.460000000000491,-6.759999999999991,24.5353709508297,208.11444976262342,3.0,36.0,0,0.93306124
154000,154.0,140,3594.96,1452.09,3452.13,1624.11,1.68,10.39,223.58731918425065,8.671505836457413,25.78413984849409,1.0,14.0,0.0,-142.82999999999993,172.01999999999998,4.839999999999691,-7.25,23.280717517832887,197.59688509690687,3.0,39.0,0,0.92022717
155000,155.0,140,3595.82,1450.96,3457.91,1616.01,1.42,9.95,215.08293888637488,8.50438029787577,25.29084205466428,1.0,11.0,0.0,-137.9100000000003,165.04999999999995,4.919999999999618,-6.970000000000027,17.48647625919374,189.58444582823856,3.0,36.0,0,0.9058071
156000,156.0,140,3596.83,1449.62,3463.67,1607.66,1.68,10.15,206.65968934458414,8.423249541790739,24.53443748986325,1.0,14.0,0.0,-133.15999999999985,158.0400000000002,4.750000000000455,-7.0099999999997635,21.583282716583792,181.41479597871802,3.0,39.0,0,0.90672
157000,157.0,140,3597.85,1448.28,3469.01,1599.69,1.68,9.59,198.8082837811341,7.851405563450044,25.321362165601123,1.0,11.0,0.0,-128.8399999999997,151.41000000000008,4.320000000000164,-6.630000000000109,25.289022895094885,175.2874348035242,3.0,36.0,0,0.91567343
158000,158.0,140,3598.74,1447.12,3475.39,1590.06,1.47,11.55,188.80430635978618,10.003977421347912,18.872924078865736,1.0,19.0,0.0,-123.34999999999991,142.94000000000005,5.489999999999782,-8.470000000000027,25.762225067905785,158.8604271050538,3.0,44.0,0,0.8552085
159000,159.0,140,3599.75,1445.78,3481.86,1580.25,1.68,11.75,178.83017922039886,9.97412713938732,17.929406425371056,1.0,14.0,0.0,-117.88999999999987,134.47000000000003,5.460000000000036,-8.470000000000027,26.2293885404109,148.991153093061,3.0,39.0,0,0.83019763
160000,160.0,140,3600.76,1444.44,3487.47,1571.65,1.68,10.26,170.34379413409843,8.48638508630043,20.07259774354152,1.0,14.0,0.0,-113.29000000000042,127.21000000000004,4.599999999999454,-7.259999999999991,27.612532959881747,144.9611844598423,3.0,39.0,0,0.8684902
161000,161.0,140,3601.79,1443.09,3493.16,1562.72,1.69,10.59,161.59150287066473,8.752291263433705,18.462765692656923,1.0,14.0,0.0,-108.63000000000011,119.63000000000011,4.660000000000309,-7.579999999999927,29.888023994182838,135.4484942699619,3.0,39.0,0,0.84094405
162000,162.0,140,3602.65,1441.95,3499.2,1553.24,1.44,11.24,151.94527501702726,9.64622785363747,15.751781662479663,1.0,14.0,0.0,-103.45000000000027,111.28999999999996,5.179999999999836,-8.340000000000146,29.16056320320245,123.169318419808,3.0,39.0,0,0.81406355
163000,163.0,140,3603.48,1440.86,3504.08,1545.57,1.37,9.09,144.3763973092556,7.568877707771662,19.0750072710266,1.0,11.0,0.0,-99.40000000000009,104.71000000000004,4.050000000000182,-6.579999999999927,29.764616801918198,121.78860127286119,3.0,36.0,0,0.83291966
164000,164.0,140,3604.31,1439.77,3510.14,1536.06,1.37,11.28,134.68390029992452,9.692497009331078,13.895686547054158,1.0,14.0,0.0,-94.17000000000007,96.28999999999996,5.230000000000018,-8.420000000000073,29.18809614754254,105.85070287910216,3.0,39.0,0,0.80237997
165000,165.0,140,3605.33,1438.42,3514.95,1528.5,1.69,8.96,127.60466605888676,7.079234241037753,18.025207489133887,1.0,11.0,0.0,-90.38000000000011,90.07999999999993,3.7899999999999636,-6.210000000000036,30.22010334483982,106.52550211099691,3.0,36.0,0,0.80654544
166000,166.0,140,3606.15,1437.33,3520.56,1519.69,1.36,10.44,118.78054428230259,8.824121776584178,13.46089132603546,1.0,14.0,0.0,-85.59000000000015,82.36000000000013,4.789999999999964,-7.7199999999998,29.305656830175334,92.61170768320883,3.0,44.0,0,0.80522734
167000,167.0,140,3607.09,1436.1,3526.86,1509.79,1.55,11.73,108.9360775868124,9.844466695490183,11.065716504147122,1.0,22.0,0.0,-80.23000000000002,73.69000000000005,5.360000000000127,-8.670000000000073,29.492189757505134,79.92874889550029,3.0,44.0,0,0.8024399
168000,168.0,140,3607.96,1434.95,3533.31,1500.05,1.44,11.67,99.0486370426166,9.887440544195798,10.017621506787306,1.0,27.0,0.0,-74.65000000000009,65.09999999999991,5.579999999999927,-8.590000000000146,27.138365616003124,70.0029785080606,3.0,44.0,0,0.7669796
169000,169.0,140,3608.81,1433.82,3538.28,1492.84,1.42,8.76,91.96652271343068,7.082114329185927,12.985743866691012,1.0,16.0,0.0,-70.52999999999975,59.01999999999998,4.120000000000346,-6.079999999999927,25.278986298522124,71.0405327964245,3.0,41.0,0,0.7417354
170000,170.0,140,3609.83,1432.49,3544.67,1483.64,1.68,11.21,82.83808363307296,9.128439080357722,9.074726018747416,1.0,27.0,0.0,-65.15999999999985,51.15000000000009,5.369999999999891,-7.869999999999891,24.994278327883187,56.25259194028344,3.0,49.0,0,0.640699
171000,171.0,140,3610.7,1431.34,3550.41,1475.37,1.44,10.07,74.65604463136252,8.182039001710436,9.124381418342768,1.0,27.0,0.0,-60.289999999999964,44.02999999999997,4.869999999999891,-7.120000000000118,24.905374112414076,50.99599297984116,3.0,49.0,0,0.5942361
172000,172.0,140,3611.68,1430.04,3554.8,1469.05,1.63,7.69,68.97183845599564,5.6842061753668816,12.133943831047599,1.0,16.0,0.0,-56.879999999999654,39.00999999999999,3.4100000000003092,-5.019999999999982,25.13137626162792,52.43877382242918,3.0,46.0,0,0.56681705
173000,173.0,140,3612.58,1428.86,3556.33,1468.5,1.48,1.65,68.8141853108791,0.15765314511654083,30.0,1.0,8.0,0.0,-56.25,39.6400000000001,0.6299999999996544,0.6300000000001091,67.80446924798235,68.40870193184598,3.0,33.0,0,0.8055955
174000,174.0,140,3613.59,1427.52,3557.4,1470.91,1.68,3.17,70.99301514937942,-2.17882983850032,30.0,0.0,5.0,0.0,-56.190000000000055,43.3900000000001,0.05999999999994543,3.75,70.99301514937942,70.99301514937942,0.0,5.0,0,0.6631608
175000,175.0,140,3614.57,1426.24,3554.88,1474.55,1.61,4.43,76.79031319118317,-5.7972980418037565,30.0,0.0,5.0,0.0,-59.690000000000055,48.309999999999945,-3.5,4.919999999999845,76.79031319118317,76.79031319118317,0.0,5.0,0,0.80368817
176000,176.0,140,3615.48,1425.03,3550.92,1480.26,1.51,6.95,84.9608527499577,-8.170539558774522,30.0,0.0,8.0,0.0,-64.55999999999995,55.23000000000002,-4.869999999999891,6.920000000000073,84.9608527499577,84.9608527499577,0.0,8.0,0,0.5719594
177000,177.0,140,3616.33,1423.92,3545.19,1488.5,1.4,10.04,96.08057035634194,-11.119717606384242,30.0,0.0,11.0,0.0,-71.13999999999987,64.57999999999993,-6.579999999999927,9.349999999999909,96.08057035634194,96.08057035634194,0.0,11.0,0,0.4962514
178000,178.0,140,3617.32,1422.6,3539.18,1497.16,1.65,10.54,108.00487581586341,-11.924305459521477,30.0,0.0,6.0,0.0,-78.14000000000033,74.56000000000017,-7.000000000000455,9.980000000000246,108.00487581586341,108.00487581586341,0.0,6.0,0,0.5749697
179000,179.0,140,3618.22,1421.43,3534.27,1504.36,1.48,8.71,118.00418382413372,-9.999308008270305,30.0,0.0,3.0,0.0,-83.94999999999982,82.92999999999984,-5.809999999999491,8.369999999999663,118.00418382413372,118.00418382413372,0.0,3.0,0,0.8322729
180000,180.0,140,3619.21,1420.11,3528.3,1513.49,1.65,10.91,130.32441252505222,-12.320228700918506,30.0,0.0,6.0,0.0,-90.90999999999985,93.38000000000011,-6.960000000000036,10.450000000000273,130.32441252505222,130.32441252505222,0.0,6.0,0,0.8476986
181000,181.0,140,3620.05,1419.01,3522.85,1522.04,1.39,10.14,141.64399351896304,-11.319580993910819,30.0,0.0,6.0,0.0,-97.20000000000027,103.02999999999997,-6.290000000000418,9.649999999999864,141.64399351896304,141.64399351896304,0.0,6.0,0,0.9427011
182000,182.0,140,3620.25,1417.67,3516.58,1531.89,1.64,11.68,154.25199285584617,-12.607999336883125,30.0,0.0,6.0,0.0,-103.67000000000007,114.22000000000003,-6.4699999999998,11.190000000000055,154.25199285584617,154.25199285584617,0.0,6.0,0,0.9774418
183000,183.0,140,3619.67,1416.36,3511.06,1540.56,1.49,10.28,164.99021819489795,-10.73822533905178,30.0,0.0,6.0,0.0,-108.61000000000013,124.20000000000005,-4.940000000000055,9.980000000000018,164.99021819489795,164.99021819489795,0.0,6.0,0,0.98947465
184000,184.0,140,3619.95,1416.57,3506.12,1548.32,0.35,9.2,174.11298458185126,-9.122766386953316,30.0,0.0,3.0,0.0,-113.82999999999993,131.75,-5.2199999999998,7.5499999999999545,174.11298458185126,174.11298458185126,0.0,3.0,0,0.99101806
185000,185.0,140,3620.04,1416.64,3499.82,1558.2,0.11,11.72,185.72044044746377,-11.607455865612508,30.0,0.0,6.0,0.0,-120.2199999999998,141.55999999999995,-6.389999999999873,9.809999999999945,185.72044044746377,185.72044044746377,0.0,6.0,0,0.9889126
186000,186.0,140,3620.07,1416.76,3495.12,1565.6,0.09,8.77,194.33437189545253,-8.613931447988762,30.0,0.0,3.0,0.0,-124.95000000000027,148.83999999999992,-4.730000000000473,7.279999999999973,194.33437189545253,194.33437189545253,0.0,3.0,0,0.9908201
187000,187.0,140,3620.97,1418.06,3489.7,1574.11,1.51,10.09,203.92012014511954,-9.585748249667006,30.0,0.0,6.0,0.0,-131.26999999999998,156.04999999999995,-6.319999999999709,7.210000000000036,203.92012014511954,203.92012014511954,0.0,6.0,0,0.9899963
188000,188.0,140,3620.97,1418.06,3483.07,1584.22,0.0,12.1,215.9295153516534,-12.009395206533867,30.0,0.0,6.0,0.0,-137.89999999999964,166.16000000000008,-6.629999999999654,10.110000000000127,215.9295153516534,215.9295153516534,0.0,6.0,0,0.98783535
189000,189.0,140,3620.97,1418.06,3476.92,1593.55,0.0,11.17,227.0399581571489,-11.110442805495495,30.0,0.0,6.0,0.0,-144.04999999999973,175.49,-6.150000000000091,9.329999999999927,227.0399581571489,227.0399581571489,0.0,6.0,0,0.9878399
190000,190.0,140,3621.02,1418.1,3471.78,1601.32,0.06,9.32,236.3094285042388,-9.269470347089907,30.0,0.0,3.0,0.0,-149.23999999999978,183.22000000000003,-5.190000000000055,7.730000000000018,236.3094285042388,236.3094285042388,0.0,3.0,0,0.9875404
191000,191.0,140,3621.02,1418.1,3465.67,1610.43,0.0,10.97,247.23359682696855,-10.924168322729741,30.0,0.0,6.0,0.0,-155.3499999999999,192.33000000000015,-6.110000000000127,9.110000000000127,247.23359682696855,247.23359682696855,0.0,6.0,0,0.9860459
192000,192.0,140,3621.1,1418.15,3460.66,1617.66,0.09,8.8,256.0180339351117,-8.784437108143152,30.0,0.0,3.0,0.0,-160.44000000000005,199.51,-5.0900000000001455,7.179999999999836,256.0180339351117,256.0180339351117,0.0,3.0,0,0.98630697
193000,193.0,140,3621.1,1418.15,3454.62,1626.12,0.0,10.39,266.3965301951208,-10.378496260009115,30.0,0.0,6.0,0.0,-166.48000000000002,207.9699999999998,-6.039999999999964,8.459999999999809,266.3965301951208,266.3965301951208,0.0,6.0,0,0.9853328
194000,194.0,140,3621.1,1418.15,3449.08,1634.26,0.0,9.85,276.21443209941066,-9.81790190428984,30.0,0.0,3.0,0.0,-172.01999999999998,216.1099999999999,-5.539999999999964,8.1400000000001,276.21443209941066,276.21443209941066,0.0,3.0,0,0.98504305
195000,195.0,140,3621.1,1418.15,3442.96,1643.34,0.0,10.95,287.1313213496568,-10.916889250246129,30.0,0.0,6.0,0.0,-178.13999999999987,225.18999999999983,-6.119999999999891,9.079999999999927,287.1313213496568,287.1313213496568,0.0,6.0,0,0.9842126
196000,196.0,140,3621.1,1418.15,3437.48,1651.46,0.0,9.79,296.900421858912,-9.769100509255225,30.0,0.0,3.0,0.0,-183.6199999999999,233.30999999999995,-5.480000000000018,8.120000000000118,296.900421858912,296.900421858912,0.0,3.0,0,0.9847816
197000,197.0,140,3621.1,1418.15,3430.77,1661.42,0.0,12.0,308.8782960973463,-11.97787423843431,30.0,0.0,6.0,0.0,-190.32999999999993,243.26999999999998,-6.710000000000036,9.960000000000036,308.8782960973463,308.8782960973463,0.0,6.0,0,0.9842168
198000,198.0,140,3621.1,1418.15,3424.43,1670.83,0.0,11.35,320.1972381205059,-11.318942023159593,30.0,0.0,6.0,0.0,-196.67000000000007,252.67999999999984,-6.3400000000001455,9.409999999999854,320.1972381205059,320.1972381205059,0.0,6.0,0,0.9845697
199000,199.0,140,3621.1,1418.15,3418.54,1679.56,0.0,10.53,330.70491635293223,-10.507678232426315,30.0,0.0,6.0,0.0,-202.55999999999995,261.40999999999985,-5.889999999999873,8.730000000000018,330.70491635293223,330.70491635293223,0.0,6.0,0,0.98479503
150000,150.0,141,3591.26,1456.97,3547.57,1450.93,1.39,0.0,44.10552913184473,-0.6630959587363208,30.0,0.0,10.0,0.0,-43.690000000000055,-6.039999999999964,-0.8400000000001455,1.1099999999999,44.10552913184473,44.10552913184473,0.0,10.0,0,0.92307067
151000,151.0,141,3592.1,1455.87,3547.57,1450.93,1.39,0.0,44.80317511069919,-0.6976459788544602,30.0,0.0,10.0,0.0,-44.529999999999745,-4.939999999999827,-0.8399999999996908,1.1000000000001364,44.80317511069919,44.80317511069919,0.0,10.0,0,0.9315977
152000,152.0,141,3593.07,1454.59,3547.57,1450.93,1.61,0.0,45.6469670405384,-0.843791929839206,30.0,0.0,10.0,0.0,-45.5,-3.6599999999998545,-0.9700000000002547,1.2799999999999727,45.6469670405384,45.6469670405384,0.0,10.0,0,0.92508256
153000,153.0,141,3593.95,1453.43,3547.57,1450.93,1.45,0.0,46.447329309659644,-0.8003622691212442,30.0,0.0,10.0,0.0,-46.379999999999654,-2.5,-0.8799999999996544,1.1599999999998545,46.447329309659644,46.447329309659644,0.0,10.0,0,0.918482
154000,154.0,141,3594.96,1452.09,3547.57,1450.93,1.68,0.0,47.404194962049374,-0.9568656523897303,30.0,0.0,10.0,0.0,-47.38999999999987,-1.1599999999998545,-1.0100000000002183,1.3400000000001455,47.404194962049374,47.404194962049374,0.0,10.0,0,0.91162854
